pid,title,language,collection,original_label,rights,location_of_original,photographer_or_studio,scanned_from,_date,location,description,additional_notes,permission_display,on_server,on_website
AAT-01-015,AAT-01-015,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha,,photograph 25 by 20.2,1952,,Hiliali negotiatons with those pushing for independence,"From the right: Yahya Nour, Ibrahim Ahmed, Abdel Khaliq Hasouna, Abdullah al Fadil, al Hilali Basha, Muhammad Salih Shingeiti, Abdel Rahman Ali Taha, Babu Nimir",yes,no,no
AAT-01-015,AAT-01-015,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,photograph 25 by 20.2,1952,,مفاوضات الهلالي مع الاستقلاليين,من اليمين الى اليسار يحيى نور ، ابراهيم احمد ، عبد الخالق حسونه ، عبد الله الفاضل ، الهلالي باشا ، محمد صالح الشنقيطي، عبد الرحمن على طه ، بابو نمر ,yes,no,no
AAT-01-016,AAT-01-016,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha,,photograph 18 by 23.8,1940,Education Institute of Bakhta Ruda,Abdel Rahman Ali Taha and others,"Abdel Rahman Ali Taha, Deputy Dean of Bakht al Ruda and Mr. Griffith, as well as Nasr al Haj Ali, a teacher in the institute",yes,no,no
AAT-01-016,AAT-01-016,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,photograph 18 by 23.8,1940,معهد التربية بخت الرضا,عبدالرحمن علي طه نائب عميد معهد بخت الرضا و المستر قريفيث عميد المعهد ونصر الحاج علي أستاذ بالمعهد,عبدالرحمن علي طه نائب عميد معهد بخت الرضا و المستر قريفيث عميد المعهد ونصر الحاج علي أستاذ بالمعهد,yes,no,no
AAT-01-017,AAT-01-017,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha,,photograph 18.9 by 28.1,1959-1964,Khartoum,"Abdel Rahman Ali Taha, his father, and others","Abdel Rahman Ali Taha and from the right: Abdel Halim Ali Taha, above them from the right, Lieutenants Abdel Rizag Ali Taha and Ali Muhammad Omer al Bina",yes,yes,yes
AAT-01-017,AAT-01-017,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,photograph 18.9 by 28.1,1959-1964,الخرطوم,عبدالرحمن علي طه بزي المدرسين في كلية غردون التذكارية,"عبد الرحمن علي طه وعلى يمينه عبد الحليم علي طه, وقوفا من اليمين الملازمين عبدالرزاق علي طه وعلي محمد عمر البنا",yes,yes,yes
AAT-02-001,AAT-02-001,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,,,عبدالرحمن على طه وزير المعرف ومجموعة من الوزراء  ,من اليمين لليسار : علي بابكر بدري وزير الصحة ، عبدالرحمن علي طه وزير المعارف، عبدالله خليل وزير الزراعة ، عبد الكريم محمد نائب رئيس الجمعية التشريعية ، محمد صالح الشنقيطي.,yes,no,no
AAT-02-001,AAT-02-001,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,,,"Abdel Rahman Ali Taha, the Minister of Education, and a group of ministers","From the right: Babikir Bedir, Minister of Health, Abdel Rahman Ali Taha, Minister of Education, Abdullah Khalil, Minister of Agriculture, Abdel Karim Muhammad deputy chair of the legislative council, and Muhammad Salih Shingeiti",yes,no,no
AAT-02-002,AAT-02-002,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1948,الخرطوم ، البرلمان,عبد الرحمن على طه وزير المعارف يجيب على اسئلة اعضاء الجمعية التشريعية ,وزير المعارف عبدالرحمن علي طه يجيب على أسئلة اعضاء الجمعية التشريعية حول السياسة التعليمية والتوسع في التعليم,yes,no,no
AAT-02-002,AAT-02-002,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1948,"Khartoum, Parliament","Abdel Rahman Ali Taha, the Minister of Education, answers questions from members of the Legislative Assembly",Minister of Education Abdel Rahman Ali Taha receiving questions to members of the legislative council on education policy and expansion of education,yes,no,no
AAT-02-003,AAT-02-003,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1949,الخرطوم,عبدالرحمن علي طه عند توليه منصب وزير المعارف كأول وزير للمعارف في السودان,عبدالرحمن علي طه عند توليه منصب وزير المعارف كأول وزير للمعارف في السودان,yes,no,no
AAT-02-003,AAT-02-003,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1949,Khartoum,Abdel Rahman Ali Taha at his inauguration as the first Minister of Education in Sudan,Abdel Rahman Ali Taha upon taking office as Minister of Edcuation as the first minister of education in Sudan,yes,no,no
AAT-02-004,AAT-02-004,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1949,الخرطوم,عبدالرحمن علي طه وزير المعارف,,yes,no,no
AAT-02-004,AAT-02-004,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1949,Khartoum,"Abdel Rahman Ali Taha, Minister of Education",,yes,no,no
AAT-02-005,AAT-02-005,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1949,الخرطوم,عبدالرحمن علي طه وزير المعارف,,yes,no,no
AAT-02-005,AAT-02-005,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1949,Khartoum,"Abdel Rahman Eli Taha, Minister of Education",,yes,no,no
AAT-02-006,AAT-02-006,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1955,الخرطوم ,غلاف كتاب السودان للسودانيين تأليف عبدالرحمن علي طه,,yes,no,no
AAT-02-006,AAT-02-006,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1955,Khartoum,"Book Cover of Sudan for the Sudanese, written by Abdel Rahman Ali Taha",,yes,no,no
AAT-02-007,AAT-02-007,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1966,الجزيرة,عبدالرحمن علي طه مؤلف كتاب السودان للسودانيين,,yes,no,no
AAT-02-007,AAT-02-007,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1966,Gezira,"Abdel Rahman Ali Taha, writer of the book Sudan for the Sudanese ",,yes,no,no
AAT-02-008,AAT-02-008,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1918,الخرطوم كلية غردون ,خطاب عبدالرحمن علي طه الى والده عندما كان طالبا في كلية غردون,,yes,no,no
AAT-02-008,AAT-02-008,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1918,"Khartoum, Gordon College",Letter of Abdel Rahman Ali Taha to his Father when he was a student in Gordon College,,yes,no,no
AAT-02-009,AAT-02-009,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1950,الخرطوم,عبدالرحمن علي طه مع احد الأعضاء الجنوبيين بالجمعية التشريعية,,yes,no,no
AAT-02-009,AAT-02-009,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1950,Khartoum,Abdel Rahman Ali Taha with one of the southerner members of the Legislative Assembly,,yes,no,no
AAT-02-010,AAT-02-010,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1953,الخرطوم,صورة للمجلس التنفيذي مع الحاكم العام ,"من اليسار الى اليمين عبدالرحمن عبدون وكيل مصلحة الري, عبدالماجد احمد وكيل مصلحة الإقتصاد والتجارة, السير شارلس اسكاونز السكرتير القضائي, إبراهيم احمد, محمد أحمد أبو سن بالزي القومي, السير جيمس روبرست السكرتير الإداري, الحاكم العام السير روبرت هاو, ر هيلرد المدير العام للسكة حديد, سير لوس, علي بدري وزير الصحة, عبدالرحمن علي طه وزير المعارف, عبدالله خليل وزير الزراعة",yes,no,no
AAT-02-010,AAT-02-010,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1953,Khartoum,photo of the Executive Council with the Governor General,"From the right: Abdel Rahman Abdoun, Agent of the Irrigation Department, Abdel Magid Ahmed, Agent of the Economics and Trading department, Sir Charles Escons, Judicial Secretary, Ibrahim Ahmed, Muhammad Ahmed Abu Sin, Sir James Roberts, Secretary of Administration, Governor Sir Robert How, Hilard Director of the Railroads, Sir Louis, Ali Bedri, Minister of Health, Abdel Rahman Ali Taha, Minister of Education, and Abdullah Khalil, Minister of Agriculture",yes,no,no
AAT-02-011,AAT-02-011,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,,,,,yes,no,no
AAT-02-011,AAT-02-011,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,,,,,yes,no,no
AAT-02-012,AAT-02-012,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1905,الجزيرة ، قرية اربجي,الشيخ علي الحاج طه عمدة قري الجعلين شمال الجزيرة ,ولد الشيخ علي الحاج طه في العام 1843 وتوفى عام 1928,yes,no,no
AAT-02-012,AAT-02-012,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1905,"Gezira, Arbaji village","Sheikh Ali al Haj Taha, Omda of the village of al Ja'lin in northern Gezira",Sheikh Ali Haj Taha was born in 1843 and died 1928,yes,no,no
AAT-02-013,AAT-02-013,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1927-1934,الخرطوم ، كلية غردون,الكشاف عبد الرحمن علي طه,,yes,no,no
AAT-02-013,AAT-02-013,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1927-1934,"Khartoum, Gordon College",The Scout Abdel Rahman Ali Taha,جوارة,yes,no,no
AAT-02-014,AAT-02-014,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1927,الخرطوم ، كلية غردون,عبدالرحمن علي طه في كلية غردون التذكارية ,,yes,no,no
AAT-02-014,AAT-02-014,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1927,"Khartoum, Gordon College",Abdel Rahman Ali Taha at Gordon College ,,yes,no,no
AAT-02-015,AAT-02-015,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1952,مصر، القاهرة ,عبدالرحمن علي طه خلال مفاوضات الاستقلاليين مع حكومة نجيب الهلالي ,من اليمن عبد الرحمن علي طه،محمد فريد زغلوك وزير الدولة للدعاية ، أحمد مرتضى المراغى وزير الداخلية خلال مفاوضات الاستقلاليين مع حكومة نجيب الهلالي,yes,no,no
AAT-02-015,AAT-02-015,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1952,"Egypt, Cairo",Abdel Rahman Ali Taha during the independence negotiations with the government of Naguib al Hilali,"From the right: Abdel Rahman Ali Taha, Muhammad Farid Zaghlok, Minister of State for Information, Ahmed Murtada al Ziraghi, Minister of Interior during the negotiations with the government of Naguib al Hilali",yes,no,no
AAT-02-016,AAT-02-016,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1950,الخرطوم,عبدالرحمن علي طه في جلسة المجلس التنفيذي والحاكم العام يخاطب الجلسة ,عبد الرحمن علي طه الثاني من اليسار في جلسة المجلس التنفيذي والحاكم العام يخاطب الجلسة ,yes,yes,yes
AAT-02-016,AAT-02-016,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1950,Khartoum,Abdel Rahman Ali Taha in a meeting of the Executive Council as the Governor General speaks to the assembly,,yes,yes,yes
AAT-02-017,AAT-02-017,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1952,مصر، القاهرة ,عبدالرحمن علي طه خلال مفاوضات الاستقلاليين مع حكومة نجيب الهلالي ,من اليمين عبد الرحمن علي طه ، ابراهيم احمد، عبدالله الفاضل المهدي، فريد زغلوك، محمد مرتضى المراغي، نجيب الهلالي,yes,no,no
AAT-02-017,AAT-02-017,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1952,"Egypt, Cairo",Abdel Rahman Ali Taha during the negotiations of the Independence movement with the government of Naguib al Hilaly,"From the right: Abdel Rahman Ali Taha, Ibrahim Ahmed, Abdullah al Fadil al Mahdi, Farid Raghlok, Muhammad Murtada al Muraghi, Naguib Hilaly",yes,no,no
AAT-02-018,AAT-02-018,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1952,مصر، القاهرة ,عبدالرحمن علي طه في القاهرة  اثناء مفاوضات الاستقلاليين مع الحكومة المصرية برئاسة  نجيب الهلالي ,,yes,no,no
AAT-02-018,AAT-02-018,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1952,"Egypt, Cairo",Abdel Rahman Ali Taha in Cairo during the negotiations of the independence movement with the Egyptian government led by Naguib al Hilaly,,yes,no,no
AAT-02-019,AAT-02-019,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1965,النيل الأبيض مدينة كوستي,عبدالرحمن علي طه وأخويه عبدالرزاق علي طه والطيب علي طه,,yes,no,no
AAT-02-019,AAT-02-019,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1965,"White Nile, Kosti",Abdel Rahman Ali Taha and his brother Abdel Raziq Ali Taha and Tayeb Ali Taha,,yes,no,no
AAT-02-020,AAT-02-020,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,29/10/1952,مصر، القاهرة ، نادي الضباط,عبد الرحمن علي طه والسيد عبدالرحمن المهدي في حفل توقيع اتفاقية الاستقلاليين مع الحكومة المصرية ,السيد عبدالرمن المهدي والى يساره اللواء محمد نجيب والى يمينة عبدالرحمن علي طه في حفل نادي الضباط ويظهر في الصورة عبدالله الفاضل يسار نجيب وعبد السلام الخليفة,yes,no,no
AAT-02-020,AAT-02-020,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,29/10/1952,"Egypt, Cairo, Officer's Club",Abdel Rahman AliTaha and the Sayed Abdel Rahman al Mahdi in a celebration of the Independence movement's agreement with the Egyptian government,The Sayed AbdelRahman al Mahdi and to his left the General Muhammad Naguib and to his right Abdel Rahman Ali Taha at a party of the officers club. Appearing in the photo Abdullah Fadil and to his left Neguib and Abdel Salam al Khalifa,yes,no,no
AAT-02-021,AAT-02-021,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1951,أمدرمان,عبد الرحمن علي طه في حفل افتتاح مدارس الأحفاد بأمدرمان, السيد عبدالرحمن المهدي وعلى يساره الشيخ بابكر بدري وعلى يمينه عبدالرحمن علي طه في احتفال افتتاح مدارس الأحفاد بأمدرمان,yes,yes,yes
AAT-02-021,AAT-02-021,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1951,Omdurman,Abdel Rahman Ali Taha in an opening ceremony for Ahfad schools in Omdurman,The Sayed Abdel Rahman al Mahdi and to his left the Sheikh Babikir Bedir and to his right Abdel Rahman Ali Taha in a celebratin of the opening of Ahfad schools in Omdurman,yes,yes,yes
AAT-02-022,AAT-02-022,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1962,مصر، القاهرة ,عبد الرحمن علي طه في رحلة علاجية مع ابنه ياسر ,من اليمين :د.على المفتي ، عبدالرحمن علي طه ، د. انور المفتي، وامامهم ياسر عبد الرحمن علي طه,yes,yes,yes
AAT-02-022,AAT-02-022,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1962,"Egypt, Cairo",Abdel Rahman Ali Taha on a trip with his son Yasir,"From the right: Dr. Ali al Mufti, Abdel Rahman Ali Taha, Dr. Anour al Mufti. In front of them Yasir Abdel Rahman Ali Taha",yes,yes,yes
AAT-02-023,AAT-02-023,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1968,ود مدني ,أسماعيل الأزهري رئيس مجلس السيادة يخاطب مؤتمر طب الأطفال بود مدني,يظهر في الصورة عبد الرحمن علي طه بالزي القومي في الصف الأمامي والى جواره الدكتور محمد عبد الحليم ، وعلى بدري اول وزير للصحة و دكتور عبد الحميد صالح وزير الصحة ,yes,yes,yes
AAT-02-023,AAT-02-023,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1968,Wad Madani,"Isma'il al Azhari, Prime Minister, speaking to a conference on Children's Medicine in Wad Madani",,yes,yes,yes
AAT-02-024,AAT-02-024,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1952,مصر، القاهرة ,وفد الاستقلاليين في مفاوضات الهلالي في حفل خاص اقامه لهم عبد الرحمن عزام الأمين العام لجامعة الدول العربية  ,يظهر في الصورة على البناء أحد قيادي ثورة 1924 ، احمد يوسف هاشم رئيس تحرير صحيفة السودان الجديد ، عبد الرحمن عزام ، عبد الرحمن علي طه ، وعبد الله الفاضل المهدي ,yes,no,no
AAT-02-024,AAT-02-024,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1952,"Egypt, Cairo","The Independence movement's delegation in negotiations with al Hilaly in a celebration held for them by Abdel Rahman Azzam, the Secretary General of the Arab Nations' University","Ahmed Yusef Hashim, chief editor of the newspaper New Sudan, Abdel Rahman Azzam, Abdel Rahman Ali Taha, and Abdullah al Fadil al Mahdi",yes,no,no
AAT-02-025,AAT-02-025,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1950,الخرطوم,عبد الرحمن علي طه، ودكتور علي البدري ، وبوث ديو أحد الاعضاء الجنوبيين بالجمعية التشريعية ,عبد الرحمن علي طه، ودكتور علي البدري ، وبوث ديو أحد الاعضاء الجنوبيين بالجمعية التشريعية ,yes,yes,yes
AAT-02-025,AAT-02-025,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1950,Khartoum,"Abdel Rahman Ali Taha, Dr. Ali al Badri, and Both Dio one of the southern members of the Legislative Assembly","Abdel Rahman Ali Taha, Dr. Ali Bedri, Waboth Dio, one of the Southern members of the legislative council",yes,yes,yes
AAT-02-026,AAT-02-026,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,,,من اليمين علي بدري وزير الصحة وعبد الرحمن علي طه وزير المعارف وعبد الله خليل مع مجموعة الكشاف,من اليمين علي بدري وزير الصحة وعبد الحمن علي طه وزير المعارف وعبد الله خليل مع مجموعة من الكشافة,yes,yes,yes
AAT-02-026,AAT-02-026,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,,,"From the right: Ali Badri, Minister of Health, Abdel Rahman Ali Taha, Minister of Education, and Abdullah Khalil with a group of scouts","From the right: Ali Bedri, Minister of Health, Ali Taha, Minister of Education, and Abdullah Khalil with a group of scouts",yes,yes,yes
AAT-02-027,AAT-02-027,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1949,الخرطوم, من اليمين علي بدري وزير الصحة وعبد الرحمن علي طه وزير المعارف وعبد الله خليل مع مجموعة الكشاف,عبدالرحمن علي طه وزير المعارف ,yes,no,no
AAT-02-027,AAT-02-027,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1949,Khartoum,"Abdel Rahman Ali Taha, Minister of Education, and Abdullah Khalil wit ha group of scouts from the right: Ali Badri, Minister of Health, Abdel Rahman Ali Taha, Minister of Education, and Abdullah Khalil with a group of scout",,yes,no,no
AAT-02-028,AAT-02-028,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1953,الخرطوم,عبدالرحمن علي طه حضورا في احتفالات اتفاقية الحكم الذاتي وتقرير المصير,,yes,yes,yes
AAT-02-028,AAT-02-028,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1953,Khartoum,Abdel Rahman Ali Taha lecturing in the celebration of the self-governance agreement and decision of Egypt,,yes,yes,yes
AAT-02-029,AAT-02-029,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,jpeg,1952,أمدرمان,عبدالرحمن علي طه يخاطب حشود استقبال السيد عبدالرحمن المهدي بعد عودته من رحلة لندن والقاهرة,رافق عبدالرحمن علي طه السيد عبدالرحمن المهدي في رحلته الى لندن ومفاوضاته مع أنتوني ايدن وزير الخارجية البريطاني حين حثه على التصديق على مسودة قانون الحكم الذاتي وتوقيع اتفاقية تقرير المصير في القاهرة بين وفد الإستقلاليين المفوض من عبدالرحمن المهدي مع حكومة محمد نجيب ,yes,no,no
AAT-02-029,AAT-02-029,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,jpeg,1952,Omdurman,Abdel Rahman Ali Taha speaks to crowds greeting the Sayed Abdel Rahman al Mahdi after his return from his trip to London and Cairo,"Abdel Rahman Ali Taha and Abdel Rahman al Mahdi in their trip to London and the negotiations with Antonio Aiden, the British Foreign Minister where he urged him to approve the draft of the self-governing law and sign the agreement of the Egyptian report in Cairo among the independence delegation composed of Abdel Rahman al Mahdi with the government of Muhammad Neguib",yes,no,no
